Processor,Display,Video graphics,Hard drive,Storage,RAM,Display Resolution,Screen size,Screen Height,Screen Width,Display Refresh Rate,CPU,GPU,Weight,Price
Intel Core 5 120U,"14"" diagonal 2K touch display",Intel Graphics,512 GB PCIe® Gen4 NVMe™ M.2 SSD,512,8,1920 x 1080,14.0,1080,1920,144,8290,3060,1.0,32999.0
Intel Core 7 150U,"14"" diagonal 2K touch display",Intel Graphics,512 GB PCIe® Gen4 NVMe™ M.2 SSD,512,16,1920 x 1080,14.0,1080,1920,144,8290,3060,1.0,42999.0
Snapdragon X X1 26 100,"16.0-inch, WUXGA 16:10 aspect ratio, IPS-level Panel, LED Backlit, 60Hz refresh rate, 300nits, 45% NTSC color gamut, Anti-glare display, (Screen-to-body ratio)89%",Qualcomm Adreno GPU,1TB M.2 NVMe™ PCIe® 4.0 SSD,512,16,1920 x 1200,16.0,1200,1920,60,8290,3060,1.0,36999.0
Snapdragon X Plus X1P 42 100,"15.6-inch, 3K OLED 16:9 aspect ratio, 0.2ms response time, 600nits HDR peak brightness, 100% DCI-P3 color gamut, 1,000,000:1, VESA CERTIFIED Display HDR True Black 600, 1.07 billion colors, Glossy display, 70% less harmful blue light, TÜV Rheinland-certif",Qualcomm Adreno GPU,512GB M.2 NVMe™ PCIe® 4.0 SSD,512,16,2880 x 1620,15.6,1620,2880,120,8290,3060,1.0,50999.0
AMD Ryzen 9 8945HS,"14.0-inch, WUXGA 16:10 aspect ratio, 60Hz refresh rate, 400nits, 600nits HDR peak brightness, 60% NTSC color gamut, 1,000,000:1, VESA CERTIFIED Display HDR True Black 600, 1.07 billion colors, PANTONE Validated, Glossy display, 65% less harmful blue light",AMD Radeon Graphics,512GB M.2 NVMe™ PCIe® 4.0 SSD,512,16,1920 x 1200,14.0,1200,1920,60,8945,3060,1.0,53777.0
Intel Core i5-13420H,"15.6"" FHD TN 250nits Anti-glare, 45% NTSC",Intel UHD Graphics,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,512,8,1920 x 1080,15.6,1080,1920,144,13420,3060,1.0,23999.0
Intel® Core™ i7-13620H,"15.6"" FHD IPS 300nits Anti-glare",Intel® UHD Graphics,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,512,16,1920x1080,15.6,1080,1920,144,13620,3060,1.0,29999.0
Intel Core Ultra 7 255H,"14.0-inch, 3K (2880 x 1800) OLED 16:10 aspect ratio, 0.2ms response time, 120Hz refresh rate, 400nits, 500nits HDR peak brightness, 100% DCI-P3 color gamut, 1,000,000:1, VESA CERTIFIED Display HDR True Black 500, 1.07 billion colors, PANTONE Validated, Gl",Intel Arc Graphics,1TB M.2 NVMe™ PCIe® 4.0 SSD,512,32,2880 x 1800,14.0,1800,2880,120,8290,3060,1.0,89999.0
AMD Ryzen™ AI 9 HX 370,"16.0-inch, 4K OLED 16:10 aspect ratio, 0.2ms response time, 60Hz refresh rate, 400nits, 500nits HDR peak brightness, 100% DCI-P3 color gamut, 1,000,000:1, VESA CERTIFIED Display HDR True Black 500, 1.07 billion colors, PANTONE Validated, Glossy display, 7",NVIDIA® GeForce RTX™ 4070,2TB M.2 NVMe™ PCIe® 4.0 SSD,512,64,3840 x 2400,16.0,2400,3840,60,8290,4070,1.0,136666.0
Intel Core i5-1334U,15.6 inch FHD 120Hz 250 nits WVA Anti-Glare LED Backlit Narrow Border Display,Intel UHD Graphics,512GB M.2 PCIe NVMe Solid State Drive,512,8,1920 x 1080,15.6,1080,1920,120,1334,3060,1.0,21499.0
Intel Core 7 150U,"14"", Touch, FHD+ 1920x1200, 60Hz, WVA, IPS, 250 nit, ComfortView",Intel® Graphics,1TB SSD,512,16,1920 x 1200,14.0,1200,1920,60,8290,3060,1.0,44444.0
AMD Ryzen™ AI 9 HX 370,"16.0-inch, 3K (2880 x 1800) OLED 16:10 aspect ratio, 0.2ms response time, 120Hz refresh rate, 400nits, 500nits HDR peak brightness, 100% DCI-P3 color gamut, 1,000,000:1, VESA CERTIFIED Display HDR True Black 500, 1.07 billion colors, PANTONE Validated, Gl",AMD Radeon™ 890M Graphics,2TB M.2 NVMe™ PCIe® 4.0 SSD,512,32,2880 x 1800,16.0,1800,2880,120,8290,890,1.0,95999.0
Intel Core Ultra 9 285H,"14.0-inch, 3K (2880 x 1800) OLED 16:10 aspect ratio, 0.2ms response time, 120Hz refresh rate, 400nits, 500nits HDR peak brightness, 100% DCI-P3 color gamut, 1,000,000:1, VESA CERTIFIED Display HDR True Black 500, 1.07 billion colors, PANTONE Validated, Gl",Intel Arc Graphics,2TB M.2 NVMe™ PCIe® 4.0 SSD,512,32,2880 x 1800,14.0,1800,2880,120,8290,3060,1.0,109000.0
Intel Core i7-1355U,15.6 inch FHD (1920 x 1080) 120Hz 250 nits WVA Anti-Glare LED Backlit Narrow Border Display,Intel UHD Graphics,512GB M.2 PCIe NVMe Solid State Drive,512,8,1920 x 1080,15.6,1080,1920,120,1355,3060,1.0,25499.0
Intel Core 5 120U,"14"", Touch, FHD+ 1920x1200, 60Hz, WVA, IPS, 250 nit, ComfortView",Intel Graphics,512GB M.2 PCIe NVMe Solid State Drive,512,8,1920 x 1200,14.0,1200,1920,60,8290,3060,1.0,33999.0
Intel Core i5-1334U,"15.6"" diagonal, FHD , micro-edge, anti-glare, 250 nits, 45% NTSC",Nvidia GeForce MX570 A,512 GB PCIe® NVMe™ M.2 SSD,512,8,1920 x 1080,15.6,1080,1920,144,1334,570,1.0,24499.0
AMD Ryzen 5 3450U,15.6-inch FHD (1920 x 1080) Anti-glare LED Backlight Non-Touch Narrow Border WVA Display,AMD Radeon Vega 8 Graphics,256GB M.2 PCIe NVMe Solid State Drive,256,8,1920 X 1080,15.6,1080,1920,144,3450,8,1.0,17777.0
Intel® Core™ i5-13420H,"15.6"" FHD IPS 300nits Anti-glare",Integrated Intel® UHD Graphics,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,512,8,1920x1080,15.6,1080,1920,144,13420,3060,1.0,20999.0
Intel® Core™ i5-13420H,"15.6"" FHD  TN 250nits Anti-glare",Intel® UHD Graphics,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,512,8,1920x1080,15.6,1080,1920,144,13420,3060,1.0,25499.0
Intel Core 5 120U,"14"" diagonal FHD touch display",Intel® Graphics,512 GB PCIe® Gen4 NVMe™ M.2 SSD,512,8,1920 x 1200,14.0,1200,1920,144,8290,3060,2.0,32999.0
Intel Core I5-1235U,15.6 inch FHD (1920 x 1080) 120Hz 250 nits WVA Anti-Glare LED Backlit Narrow Border Display,Intel UHD Graphics,256GB M.2 PCIe NVMe Solid State Drive,256,4,1920 x 1080,15.6,1080,1920,120,1235,3060,1.0,19499.0
Intel Core I7-13620H,"15.6"" FHD (1920x1080), IPS-Level",Intel Iris Xe Graphics,512GB NVMe PCIe Gen4 M.2 SSD,512,8,1920 x 1080,15.6,1080,1920,144,13620,3060,1.0,30499.0
Intel Core 7 150U,"14"" diagonal FHD touch display",Intel Iris Xe Graphics,512 GB PCIe® Gen4 NVMe™ M.2 SSD,512,16,1920 x 1080,14.0,1080,1920,144,8290,3060,1.0,42888.0
Intel Core i3-1215U,15.6 inch FHD 12 0Hz 250 nits WVA Anti- Glare L ED Backlit Narrow Border Displ ay,Intel UHD Graphics,512GB M.2 PCIe NVMe Solid Stat e Drive,512,8,1920 x 1080,15.6,1080,1920,120,1215,3060,1.0,15999.0
Intel® Core™ i5-1335U,"15.6"" diagonal, FHD multitouch-enabled, IPS, edge-to-edge glass, micro-edge, 250 nits, 45% NTSC",Intel® Iris® Xe Graphics,512 GB PCIe® NVMe™ M.2 SSD,512,8,1920 x 1080,15.6,1080,1920,144,1335,3060,1.0,29999.0
Intel Core I5-1235U,15.6 inch FHD (1920 x 1080) 120Hz 250 nits WVA Anti-Glare LED Backlit Narrow Border Display,Intel UHD Graphics,256GB M.2 PCIe NVMe Solid State Drive,256,8,1920 x 1080,15.6,1080,1920,120,1235,3060,1.0,19999.0
Intel Core Ultra 7 155H,"13.3"" 16:10, 2.8K (2880 x 1800) OLED panel, 100% DCI-P3",Intel Arc Graphics,512GB NVMe PCIe SSD,512,16,2880 x 1800,13.3,1800,2880,144,8290,3060,0.0,44999.0
Intel Core i5-1235U,"15.6-inch, FHD (1920 x 1080) 16:9 aspect ratio, LED Backlit, 60Hz refresh rate, 250nits, 45% NTSC color gamut, Anti-glare display, TÜV Rheinland-certified, Non-touch screen, (Screen-to-body ratio)84%",Intel UHD Graphics,512GB M.2 NVMe™ PCIe® 4.0 SSD,512,8,1920 X 1080,15.6,1080,1920,144,1235,3060,1.0,24499.0
AMD Ryzen 7-6800H,"13.4-inch UHD+ 16:10 (3840 x 2400, WQUXGA)+ 60Hz",AMD Radeon Graphics,512GB PCIe® 4.0 NVMe™ M.2 SSD,512,16,3840 x 2400,13.4,2400,3840,144,6800,3060,1.0,50999.0
Intel® Core i3-1315U,"15.6"" FHD TN 250nits Anti-glare",Intel® UHD Graphics,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,512,8,1920x1080,15.6,1080,1920,144,1315,3060,1.0,16999.0
Intel Core i3-1215U,"14"" WUXGA IPS 300nits Glossy, 45% NTSC, 60Hz, TÜV Low Blue Light, Glass, Touch",Intel UHD Graphics,256GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,256,8,1920x1200,14.0,1200,1920,60,1215,3060,1.0,19999.0
Intel® Core™ i5-1334U,"15.6"" diagonal, FHD , IPS, micro-edge, anti-glare, 250 nits, 45% NTSC",Intel® Iris® Xᶱ Graphics,512 GB PCIe® NVMe™ M.2 SSD,512,8,1920 x 1080,15.6,1080,1920,144,1334,3060,1.0,21888.0
Intel Core 5 120U,"14"", Touch, FHD+ 1920x1200, 60Hz, WVA, IPS, 250 nit, ComfortView",Intel Graphics,512GB M.2 PCIe NVMe Solid State Drive,512,16,1920x1200,14.0,1200,1920,60,8290,3060,1.0,34999.0
Intel Core Ultra 7 155U,"15.6"" diagonal FHD touch display",Intel Graphics,512 GB PCIe® NVMe™ M.2 SSD,512,16,1920 x 1080,15.6,1080,1920,144,8290,3060,1.0,43999.0
Intel Core 5 120U,"14"" WUXGA IPS 300nits Glossy, 45% NTSC, 60Hz, TÜV Low Blue Light, Glass, Touch",Intel Graphics,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,512,8,1920 x 1200,14.0,1200,1920,60,8290,3060,1.0,29999.0
Intel Core Ultra 5 225H,"15.6"" FHD, 60Hz 45%NTSC IPS-Level",Intel Arc Graphics,512GB NVMe PCIe SSD,512,16,1920 x 1080,15.6,1080,1920,60,8290,3060,1.0,36850.0
Intel Core Ultra 7 255H,"15.6"" FHD, 60Hz 45%NTSC IPS-Level",Intel Arc Graphics,512GB NVMe PCIe SSD,512,16,1920 x 1080,15.6,1080,1920,60,8290,3060,1.0,41850.0
Intel Core Ultra 9 285H,"15.6"" FHD, 60Hz 45%NTSC IPS-Level",Intel Arc Graphics,1TB NVMe PCIe SSD Gen4x4,512,16,1920 x 1080,15.6,1080,1920,60,8290,3060,1.0,48950.0
AMD Ryzen AI 7 350,"16.0-inch, 3K OLED 16:10 aspect ratio, 120Hz refresh rate, 400nits, 600nits HDR peak brightness, 100% DCI-P3 color gamut, 1,000,000:1, VESA CERTIFIED Display HDR True Black 500, 1.07 billion colors, Glossy display, 70% less harmful blue light, TÜV Rheinla",AMD Radeon Graphics,1TB M.2 NVMe™ PCIe® 4.0 SSD,512,24,2880 x 1800,16.0,1800,2880,120,8290,3060,1.0,61999.0
AMD Ryzen AI 9 HX 370,"16.0-inch, 3K OLED 16:10 aspect ratio, 0.2ms response time, 120Hz refresh rate, 400nits, 500nits HDR peak brightness, 100% DCI-P3 color gamut, 1,000,000:1, VESA CERTIFIED Display HDR True Black 500, 1.07 billion colors, SGS Eye Care Display, Touch screen,",AMD Radeon 890M Graphics,2TB M.2 NVMe™ PCIe® 4.0 SSD,512,32,2880 x 1800,16.0,1800,2880,120,8290,890,1.0,97777.0
AMD Ryzen 3 7320U,"15.6-inch, FHD (1920 x 1080) 16:9 LED Backlit, 60Hz refresh rate, 250nits, 45% NTSC color gamut, Anti-glare display, TÜV Rheinland-certified, (Screen-to-body ratio)84%",AMD Radeon Graphics,256GB M.2 NVMe PCIe 3.0 SSD,256,8,1920 x 1080,15.6,1080,1920,60,7320,3060,1.0,13499.0
Intel Core i9-13900H,"14.0-inch, WUXGA 16:10 aspect ratio, IPS-level Panel, LED Backlit, 300nits, 45% NTSC color gamut, Glossy display, TÜV Rheinland-certified, Touch screen, (Screen-to-body ratio)85%, With stylus support",Intel Iris Xe Graphics,512GB M.2 NVMe™ PCIe® 4.0 SSD,512,16,1920 x 1200,14.0,1200,1920,60,13900,3060,1.0,42777.0
Intel® Core i5-13420H,"15.6"" FHD TN 250nits Anti-glare",Intel® UHD Graphics,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,512,16,1920x1080,15.6,1080,1920,144,13420,3060,1.0,24444.0
Intel Core i7-1355U,"39.6 cm (15.6"") diagonal, FHD (1920 x 1080), IPS, micro-edge, anti-glare, 250 nits, 45% NTSC",Intel Iris Xe Graphics,512 GB PCIe® NVMe™ M.2 SSD,512,8,1920 x 1080,39.6,1080,1920,144,1355,3060,1.0,27777.0
Intel Celeron N4020,"14.0-inch, HD (1366 x 768) 16:9 aspect ratio, LED Backlit, 60Hz refresh rate, 200nits, 45% NTSC color gamut, Anti-glare display, Non-touch screen, (Screen-to-body ratio)78%",Intel UHD Graphics,128GB M.2 NVMe™ PCIe® 3.0 SSD,128,4,1366 x 768,14.0,768,1366,60,4020,3060,1.0,8888.0
Intel Core I7-1255U,"15.6"" FHD (1920x1080) TN 220nits Anti-glare",Integrated Intel Iris Xe Graphics Functions as UHD Graphics,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,512,8,1920 x 1080,15.6,1080,1920,144,1255,3060,1.0,26666.0
Intel Core I7-1255U,"15.6"" FHD (1920x1080) TN 220nits Anti-glare",Integrated Intel® Iris® Xe Graphics Functions as UHD Graphics,512GB SSD M.2 2280 PCIe 3.0x4 NVMe,512,8,1920 x 1080,15.6,1080,1920,144,1255,3060,1.0,24999.0
Intel Core i7-1165G7,"15.6"" FHD (1920x1080) IPS 300nits Anti-glare",Nvidia GeForce MX450 2GB,512GB SSD M.2 2280 PCIe® 3.0x4 NVMe®,512,8,1920 x 1080,15.6,1080,1920,144,1165,450,1.0,28999.0
Intel® Core™ i9-13900H,16 GB DDR5-5200 MT/s (2 x 8 GB) Transfer rates up to 5200 MT/s. 2 x 8 GB,NVIDIA® GeForce RTX™ 4060,1 TB PCIe® Gen4 NVMe™ TLC M.2 SSD,512,16,2560x1600,16.0,1600,2560,120,13900,4060,3.0,89999.0
Snapdragon X X1 26 100,"14.0-inch, WUXGA (1920 x 1200) OLED 16:10 aspect ratio, LED Backlit, 0.2ms response time, 60Hz refresh rate, 400nits, 600nits HDR peak brightness, 100% DCI-P3 color gamut, 1,000,000:1, VESA CERTIFIED Display HDR True Black 600, 1.07 billion colors,",Qualcomm Adreno GPU,1TB M.2 NVMe™ PCIe® 4.0 SSD,512,16,1920 x 1200,14.0,1200,1920,60,8290,3060,0.0,53999.0
Intel Core i5-13420H,"15.6-inch, FHD (1920 x 1080) 16:9 aspect ratio, 60Hz refresh rate 45% NTSC color gamut, Anti-glare display, TÜV Rheinland-certified, (Screen-to-body ratio)82%",Intel UHD Graphics,512GB M.2 NVMe™ PCIe® 4.0 SSD,512,8,1920 x 1080,15.6,1080,1920,60,13420,3060,1.0,23199.0
Intel Core i5-13420H,15.6-inch Reslution:FHD (1920 x 1080) 16:9 aspect ratio LED Backlit 60Hz refresh rate 250nits Brightness 45% NTSC color gamut Anti-glare display TÜV Rheinland-certified Screen-to-body ratio:82%,Intel UHD Graphics,512GB M.2 NVMe™ PCIe® 4.0 SSD,512,16,1920 x 1080,15.6,1080,1920,60,13420,3060,1.0,24199.0
Intel Celeron N4020,"15.6"" HD TN 220nits Anti-glare",Intel UHD Graphics 600,256GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,256,8,1366 x 768,15.6,768,1366,144,4020,600,1.0,11199.0
Intel Core Ultra 5 125H,"16"" WUXGA IPS 300nits Anti-glare, 45% NTSC, 60Hz",Intel Arc Graphics,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,512,16,1920 x 1200,16.0,1200,1920,60,8290,3060,1.0,41999.0
Intel Core Ultra 7 155H,"16"" WUXGA IPS 300nits Anti-glare, 45% NTSC, 60Hz",Intel Arc Graphics,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,512,16,1920 x 1200,16.0,1200,1920,60,8290,3060,1.0,44888.0
Intel Core i7-13620H,15.6-inch FHD 16:9 aspect ratio LED Backlit 60Hz refresh rate 250nits 45% NTSC color gamut Anti-glare display,Intel Iris Xe Graphics,512GB M.2 NVMe™ PCIe® 4.0 SSD,512,16,1920 x 1080,15.6,1080,1920,60,13620,3060,1.0,30999.0
Intel Core I3-1305U,15.6 inch FHD 120Hz 250 nits WVA Anti- Glare LED Backlit Narrow Border Display,Intel UHD Graphics,512GB M.2 PCIe NVMe Solid State Drive,512,8,1920 x 1080,15.6,1080,1920,120,1305,3060,1.0,18599.0
Intel Core Ultra 7 255H,15.6,Intel Arc Graphics,1TB M.2 NVMe™ PCIe® 4.0 SSD,512,16,1920 x 1080,15.6,1080,1920,144,8290,3060,1.0,58888.0
Snapdragon X Elite,15.6,Qualcomm Adreno GPU,1TB SSD,512,32,1920 x 1080,15.6,1080,1920,144,8290,3060,895.0,154999.0
Intel Core I3-1215U,15.6 inch FHD 120Hz 250 nits WVA Anti- Glare LED Backlit Narrow Border Display,Intel UHD Graphics,512GB M.2 PCIe NVMe Solid State Drive,512,8,1920 x 1080,15.6,1080,1920,120,1215,3060,1.0,15999.0
Intel Core I7-1255U,15.6 inch FHD 120Hz 250 nits WVA Anti- Glare LED Backlit Narrow Border Display,Intel® Iris® Xe Graphics,512GB M.2 PCIe NVMe Solid State Drive,512,16,1920 x 1080,15.6,1080,1920,120,1255,3060,1.0,28999.0
Intel Core i3-1315U,"15.6"" FHD TN 250nits Anti-glare",Intel UHD Graphics,256GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,256,8,1920 x 1080,15.6,1080,1920,144,1315,3060,1.0,15999.0
Intel Core I7-1165G7,15.6-inch FHD (1920 x 1080) Anti-glare LED Backlight Non-Touch Narrow Border WVA Display,Intel Iris Xe Graphics,512GB M.2 PCIe NVMe Solid State Drive,512,16,1920 X 1080,15.6,1080,1920,144,1165,3060,1.0,24999.0
Intel Core i5-1334U,"39.6 cm (15.6"") diagonal, FHD (1920 x 1080), micro-edge, anti-glare, 250 nits, 45% NTSC",Intel Iris Xe Graphics,512 GB PCIe® NVMe™ M.2 SSD,512,8,1920 x 1080,39.6,1080,1920,144,1334,3060,1.0,24444.0
Intel Core i5-1335U,"15.6"" FHD (1920*1080), 60Hz 45%NTSC IPS-Level",Intel Iris Xe Graphics,512GB SSD,512,8,1920 x 1080,15.6,1080,1920,60,1335,3060,1.0,20999.0
Intel Core i5-1335U,15.6'' Inch FHD (1920 x 1080) 16:9 aspect ratio LED Backlit 60Hz refresh rate,Intel® UHD Graphics,512GB M.2 NVMe PCIe 3.0 SSD,512,8,1920 x 1080,15.6,1080,1920,60,1335,3060,1.0,20949.0
AMD Ryzen 7 7730U,14''​ Inch WUXGA 60Hz,AMD Radeon Graphics,512GB SSD,512,8,1920 x 1200,14.0,1200,1920,60,7730,3060,1.0,33999.0
AMD Ryzen 5 7430U,14''​ Inch WUXGA 60Hz,AMD Radeon Graphics,512GB SSD,512,4,1920 x 1200,14.0,1200,1920,60,7430,3060,1.0,28222.0
Intel Core i7-1355U,15.6'' Inch FHD 60Hz,Intel Iris Xᵉ Graphics,512GB SSD,512,16,1920 x 1080,15.6,1080,1920,60,1355,3060,1.0,27999.0
Intel® Core™ i3-N305,"15.6-inch, FHD (1920 x 1080) 16:9 aspect ratio, LED Backlit, 60Hz refresh rate, 250nits, 45% NTSC color gamut, Anti-glare display, TÜV Rheinland-certified, (Screen-to-body ratio)84%",Intel® UHD Graphics,256G SSD,256,4,1920 x 1080,15.6,1080,1920,144,8290,3060,1.0,12999.0
AMD Ryzen 3 7320U,"15.6 inch, FHD (1920 x 1080) 16:9 aspect ratio, LED Backlit, 60Hz refresh rate,",AMD Radeon Graphics,256GB M.2 NVMe™ PCIe® 3.0 SSD,256,4,1920 X 1080,15.6,1080,1920,144,7320,3060,2.0,12499.0
AMD Ryzen™ 5 8640HS,"16"" diagonal WUXGA touch display",AMD Radeon™ Graphics,512 GB PCIe® Gen4 NVMe™ M.2 SSD,512,8,1920 x 1080,16.0,1080,1920,144,8640,3060,1.0,33499.0
Intel® Core™ i5-1334U,"15.6"" diagonal, FHD (1920 x 1080), micro-edge, anti-glare, 250 nits, 45% NTSC 3",Intel® Iris® Xᶱ Graphics,512 GB PCIe® NVMe™ M.2 SSD,512,8,1920 x 1080,15.6,1080,1920,144,1334,3060,1.0,24499.0
Intel Core i5-1235U,"15.6"" FHD (1920 x 1080) ComfyView LED LCD",Intel Iris Xe Graphics,512GB PCIe NVMe M.2,512,8,1920 X 1080,15.6,1080,1920,144,1235,3060,2.0,19499.0
Intel Core i3-1215U,"15.6"" FHD (1920 x 1080) ComfyView LED LCD",Intel UHD Graphics,512GB SSD,512,8,1920 X 1080,15.6,1080,1920,144,1215,3060,2.0,14999.0
Intel® Core™ i3-1215U,"15.6"" HD TN 220nits Anti-glare",Integrated Intel® UHD Graphics,256GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,256,8,1366x768,15.6,768,1366,144,1215,3060,1.0,15899.0
Intel® Core™ Ultra 7 155U,"16"" WUXGA IPS 300nits Glossy / Anti-fingerprint, 45% NTSC, 60Hz, Dolby Vision®, TÜV Low Blue Light",Integrated Intel® Graphics,1TB SSD M.2 2242 PCIe® 4.0x4 NVMe®,2242,16,1920x1200,16.0,1200,1920,60,8290,3060,1.0,51999.0
AMD Ryzen 3 3250U,"39.6 cm (15.6"") diagonal, HD (1366 x 768)",AMD Radeon Graphics,1TB HDD,512,4,1366 x 768,39.6,768,1366,144,3250,3060,1.0,15999.0
AMD Ryzen 7 7730U,"15.6"" FHD (1920x1080) IPS 300nits Anti-glare",AMD Radeon Graphics,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,512,8,1920 x 1080,15.6,1080,1920,144,7730,3060,1.0,20999.0
Intel® Core™ i7-1255U,"15.6"" FHD IPS 300nits Anti-glare, 45% NTSC",NVIDIA® GeForce MX550 2GB GDDR6,512GB SSD M.2 2280 PCIe® 3.0x4 NVMe,512,16,1920x1080,15.6,1080,1920,144,1255,550,1.0,31999.0
Intel® Core™ i7-1355U,"15.6"" diagonal FHD anti-glare micro-edge display, 250 nits, 45% NTSC 2",Nvidia GeForce MX570 2GB,512GB PCIe® NVMe™ M.2 SSD,512,8,1920 x 1080,15.6,1080,1920,144,1355,570,1.0,31999.0
Intel® Core™ i5-12450H,"15.6"" inch FHD LCD 144 Hz Aspect Ratio 16:9",NVIDIA® Geforce RTX™ 2050,512 GB PCIe NVMe M.2 SSD,512,8,1920 x 1080,15.6,1080,1920,144,12450,2050,2.0,28999.0
Intel® Core™ i7-13620H,"15.6"" FHD IPS 300nits Anti-glare",Intel® UHD Graphics,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,512,16,1920x1080,15.6,1080,1920,144,13620,3060,1.0,29888.0
Intel Core i5-13420H,"15.6"" FHD IPS 300nits Anti-glare",Intel UHD Graphics,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,512,8,1920 x 1080,15.6,1080,1920,144,13420,3060,1.0,22444.0
Intel Core i5-1235U,"14.0"" FHD (1920x1080), IPS-Level",Intel Iris Xe Graphics,512GB SSD,512,8,1920 x 1080,14.0,1080,1920,144,1235,3060,1.0,20749.0
Intel Core i7-1255U,"14.0"" FHD (1920x1080), IPS-Level",Intel Iris Xe Graphics,512GB SSD,512,8,1920 X 1080,14.0,1080,1920,144,1255,3060,1.0,26299.0
Intel Core i5-1035G1,15.6-inch HD Anti-glare LED-Backlit Non-touch Narrow Border Display,Intel UHD Graphics,"1TB 5400 rpm 2.5"" SATA Hard Drive",5400,8,1366 x 768,15.6,768,1366,144,1035,3060,2.0,17499.0
Intel Core i5-1235U,"15.6"" FHD IPS 300nits Anti-glare, 45% NTSC",NVIDIA® GeForce MX550 2GB,512GB SSD M.2 2280 PCIe® 3.0x4 NVMe®,512,16,1920 x 1080,15.6,1080,1920,144,1235,550,1.0,25999.0
Intel® Core™ i7-1355U,"39.6 cm (15.6"") diagonal, FHD (1920 x 1080), micro-edge, anti-glare, 250 nits, 45% NTSC",NVIDIA® GeForce® MX570,512 GB PCIe® NVMe™ M.2 SSD,512,8,1920 x 1080,39.6,1080,1920,144,1355,570,1.0,32499.0
Intel Core i3-1215U,"14.0"" FHD (1920x1080), IPS-Level",Intel UHD Graphics,256GB SSD M.2 NVMe PCIe Gen3,256,8,1920 x 1080,14.0,1080,1920,144,1215,3060,1.0,15499.0
AMD Ryzen 5 7520U,15.6-inch FHD 16:9 aspect ratio LED Backlit 60Hz refresh rate 250nits 45% NTSC color gamut Anti-glare display,AMD Radeon™ Graphics,512GB M.2 NVMe™ PCIe® 3.0 SSD,512,8,1920 x 1080,15.6,1080,1920,60,7520,3060,1.0,17999.0
Intel Core i5-1335U,15.6-inch FHD 16:9 aspect ratio LED Backlit 60Hz refresh rate 250nits 45% NTSC color gamut Anti-glare display,Intel® UHD Graphics,512GB M.2 NVMe™ PCIe® 3.0 SSD,512,8,1920 x 1080,15.6,1080,1920,60,1335,3060,1.0,20999.0
AMD Ryzen 7 7730U,15.6-inch FHD 16:9 aspect ratio LED Backlit 60Hz refresh rate 250nits 45% NTSC color gamut Anti-glare display,AMD Radeon™ Graphics,512GB M.2 NVMe™ PCIe® 3.0 SSD,512,8,1920 x 1080,15.6,1080,1920,60,7730,3060,1.0,22222.0
Intel Core i7-1355U,15.6-inch FHD 16:9 aspect ratio LED Backlit 60Hz refresh rate 250nits 45% NTSC color gamut Anti-glare display,Intel® UHD Graphics,512GB M.2 NVMe™ PCIe® 3.0 SSD,512,8,1920 x 1080,15.6,1080,1920,60,1355,3060,1.0,24888.0
Intel® Core™ i9-13900H,14.5-inch  2.8K OLED 16:10 aspect ratio 0.2ms response time 120Hz refresh rate 400nits,Intel Iris Xe Graphics,512GB M.2 NVMe™ PCIe® 4.0 SSD,512,16,2880 x 1800,14.5,1800,2880,120,13900,3060,1.0,48222.0
Intel® Core™ Ultra 9,14.0-inch 3K  OLED 16:10 aspect ratio 0.2ms response time 120Hz refresh rate 400nits 600nits HDR peak brightness 100% DCI-P3 color gamut,Intel Arc Graphics,1TB M.2 NVMe™ PCIe® 4.0 SSD,512,16,2880 x 1800,14.0,1800,2880,120,8290,3060,1.0,70999.0
Intel Core i3-1315U,"15.6"" diagonal, FHD, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC",Intel UHD Graphics,256 GB PCIe® NVMe™ M.2 SSD,256,4,1920 x 1080,15.6,1080,1920,144,1315,3060,1.0,16499.0
Intel Core i7-1255U,15.6 inch FHD 120Hz 250 nits WVA Anti-Glare LED Backlit Narrow Border Display,NVIDIA GeForce MX550,512GB M.2 PCIe NVMe Solid State Drive,512,8,1920 x 1080,15.6,1080,1920,120,1255,550,1.0,32333.0
Intel® Core™ i5-1235U,"14"" WUXGA IPS 300nits Glossy, 45% NTSC, 60Hz, TÜV Low Blue Light, Glass, Touch",Intel® Iris® Xe Graphics,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,512,8,1920x1200,14.0,1200,1920,144,1235,3060,1.0,28888.0
